u-g,ecc,petroR50_u,class
2.0058276653289795,0.633722186088562,4.4294843673706055,elliptical
2.2573702335357666,0.7857985496520996,4.694533348083496,elliptical
1.2704122066497805,0.7538573145866394,2.6896352767944336,spiral
1.5789965391159058,0.7637603282928467,6.27567195892334,merger
1.5445040464401243,0.7044020891189575,5.251128196716309,spiral
1.109229564666748,0.6204701662063599,5.140246391296387,merger
0.4354235529899597,0.34584757685661316,-1.6605576276779177,spiral
2.0953710079193115,0.8676776885986328,6.110190391540527,merger
1.5411839485168457,0.31713852286338806,0.982443869113922,spiral
0.8850384950637817,0.6277889609336853,5.2792463302612305,merger
1.6682109832763672,0.6451040506362915,7.733107566833496,merger
0.4463457465171814,0.833535373210907,6.654051780700684,merger
1.3649057149887085,0.28098952770233154,3.504176139831543,merger
1.9513410329818728,0.8420095443725586,8.813887596130371,elliptical
1.9183228015899656,0.9268779158592224,9.149161338806152,elliptical
1.5877962112426758,0.2637437880039215,0.260901540517807,merger
1.3529115915298462,0.33688977360725403,3.2084264755249023,merger
1.928980588912964,0.5170744061470032,7.13010311126709,merger
1.0594637393951416,0.8383727669715881,8.806761741638184,merger
1.2420042753219604,0.8289255499839783,2.444708824157715,spiral
1.9642958641052248,0.6490825414657593,4.059920310974121,elliptical
1.4379972219467163,0.8510044813156128,6.178542137145996,spiral
1.456608772277832,0.5326266884803772,6.163046836853027,merger
1.3205091953277588,0.63277667760849,6.052107810974121,merger
2.0333092212677,0.5829857587814331,5.421927452087402,merger
1.1848225593566897,0.578393816947937,3.376276969909668,merger
0.8297348618507385,0.7513102293014526,1.3505240678787231,merger
1.1423717737197876,0.8604799509048462,9.183981895446776,merger
1.844455599784851,0.6396520137786865,8.788153648376465,elliptical
1.6152145862579346,0.8109322190284729,6.415289878845215,spiral
0.4768102765083313,0.33500319719314575,-2.4212961196899414,merger
1.956818461418152,0.912999153137207,7.639723777770996,elliptical
1.971732258796692,0.6328873634338379,0.7765989899635315,elliptical
1.148055911064148,0.5038892030715942,8.018126487731934,merger
1.8651247024536133,0.9362450242042542,10.347441673278809,elliptical
1.6371233463287354,0.8848239779472351,7.082365989685059,spiral
1.8953880071640017,0.8117088675498962,10.961966514587402,elliptical
2.0226497650146484,0.965492844581604,19.585433959960938,elliptical
1.5503331422805786,0.5264161229133606,7.359358787536621,spiral
1.9064985513687136,0.8580083250999451,12.199889183044434,elliptical
1.665613055229187,0.44380947947502136,4.67490291595459,merger
1.6714370250701904,0.4863550662994385,7.131072044372559,spiral
1.5609219074249268,0.6449901461601257,4.576441764831543,spiral
1.3067718744277954,0.5872772932052612,1.5786467790603638,spiral
2.125483751296997,0.7506305575370789,-2.0021562576293945,elliptical
1.2270894050598145,0.5909727215766907,0.938437521457672,merger
1.498972773551941,0.9017083644866944,4.447043418884277,spiral
1.952114462852478,0.8570783734321594,5.326422691345215,merger
2.3992486000061035,0.7118909955024719,9.523306846618652,merger
2.181586265563965,0.4334939420223236,7.618842124938965,merger
2.1407604217529297,0.77915191650390625,-4.310032844543457,elliptical
1.9364726543426511,0.894572913646698,10.139670372009276,elliptical
1.9762372970581057,0.9194927215576172,7.234145164489746,elliptical
1.556586503982544,0.6772311329841614,6.099684715270996,spiral
1.5280145406723022,0.9079900979995728,3.503848075866699,spiral
1.9285374879837036,0.9245686531066896,9.249945640563965,elliptical
1.4623162746429443,0.6050087213516235,3.389163017272949,merger
1.9150069952011108,0.7412242293357849,11.331053733825684,elliptical
1.5360591411590576,0.395320177078247,3.4365835189819336,merger
2.0422608852386475,0.7060635089874268,5.191531181335449,elliptical
1.9660420417785645,0.9456824660301208,13.402548789978027,elliptical
1.5075633525848389,0.3959449529647827,3.5331335067749023,merger
2.018249034881592,0.7913777828216553,9.597769737243652,elliptical
1.859769582748413,0.7494255304336548,11.28647518157959,elliptical
1.4034487009048462,0.9346045255661012,0.6908712983131409,spiral
2.048423767089844,0.684175968170166,2.1303319931030273,elliptical
1.7634963989257812,0.7480360269546509,8.295866966247559,spiral
1.7156766653060913,0.5886259078979492,5.75791072845459,merger
2.0880095958709717,0.5890778303146362,10.23397731781006,merger
1.391188383102417,0.8413705229759216,9.186148643493652,spiral
1.3760398626327517,0.9257633090019226,1.724894642829895,spiral
0.7517861723899841,0.6351480484008789,3.7121267318725586,merger
1.9255040884017944,0.9206352829933168,7.557318687438965,elliptical
1.9303483963012695,0.9276074171066284,10.573271751403809,elliptical
2.152609348297119,0.7611889243125916,4.211333274841309,elliptical
1.9708037376403809,0.9259696006774902,8.091025352478027,elliptical
2.0656349658966064,0.8330307602882385,6.801283836364746,elliptical
1.871733546257019,0.9229322075843812,7.841353416442871,elliptical
0.9309363961219788,0.605033814907074,10.238570213317873,spiral
2.115315198898315,0.989309787750244,-2.6314897537231445,elliptical
2.063384771347046,0.9377003908157348,20.172080993652344,elliptical
1.5929476022720337,0.7555089592933655,10.266295433044434,spiral
0.947651207447052,0.5753806233406067,4.597098350524902,merger
2.0376105308532715,0.9634383916854858,-5.629082679748535,elliptical
0.9244120121002196,0.5868195295333862,6.154608726501465,merger
1.8612263202667236,0.6659524440765381,6.030562400817871,merger
1.5162547826766968,0.8102654814720154,7.608023643493652,spiral
1.5361101627349854,0.5830180644989014,4.790297508239746,merger
2.020296335220337,0.6140995621681213,-0.6451501250267029,elliptical
1.338573336601257,0.8731250166893005,4.189482688903809,spiral
1.1312991380691528,0.6340769529342651,5.235487937927246,merger
1.743796944618225,0.5444939732551575,6.955153465270996,merger
0.9184824228286744,0.6107181906700134,5.560072898864746,merger
1.946213722229004,0.7959187030792236,9.798720359802246,elliptical
1.9263123273849487,0.9255820512771606,8.139800071716309,elliptical
1.875129222869873,0.9628731608390808,4.402350425720215,elliptical
0.9402133226394652,0.8309096693992615,10.616477012634276,merger
1.5003108978271484,0.8108426332473755,5.309187889099121,merger
1.9259668588638303,0.7564513087272644,10.08927059173584,elliptical
1.2403372526168823,0.2769484519958496,5.106322288513184,merger
1.0617201328277588,0.6654113531112671,6.293890953063965,spiral
1.4595857858657837,0.8826044797897339,9.179259300231934,spiral
1.355335712432861,0.8760297894477844,5.233786582946777,spiral
1.7964211702346802,0.879269003868103,5.371573448181152,elliptical
0.830413281917572,0.8566534519195557,14.495299339294434,merger
1.7734414339065552,0.4375948905944824,12.672797203063965,spiral
1.2645481824874878,0.8825765252113342,13.967276573181152,spiral
1.727963089942932,0.5752683281898499,6.872946739196777,merger
2.038238525390625,0.7571594715118408,9.505080223083496,merger
1.7055213451385498,0.6356393694877625,5.984366416931152,merger
1.4861990213394165,0.9072858095169068,2.794203758239746,spiral
1.2725542783737185,0.7869519591331482,7.547636985778809,spiral
1.850298285484314,0.9324193000793456,4.524237632751465,elliptical
1.9679642915725708,0.8335373997688293,10.654082298278809,elliptical
1.3500173091888428,0.6069849729537964,4.118597984313965,merger
1.4984147548675537,0.36814218759536743,2.1721792221069336,merger
1.5245450735092163,0.33124083280563354,4.644709587097168,merger
1.550647497177124,0.7255541682243347,4.241442680358887,merger
2.364663600921631,0.774044930934906,-0.23002710938453672,elliptical
1.2984094619750977,0.8353774547576904,7.139365196228027,spiral
2.1997408866882324,0.8030930161476135,4.089735984802246,elliptical
1.2844834327697754,0.6628397107124329,2.3635969161987305,merger
2.0605885982513428,0.7142834067344666,8.522330284118652,merger
1.891692280769348,0.8559764623641968,8.746626853942871,elliptical
1.9293872117996216,0.2534748911857605,9.920462608337402,merger
1.8768330812454224,0.7575644254684448,9.606406211853027,elliptical
1.2324094772338867,0.5159387588500977,6.074934959411621,merger
1.9034702777862549,0.8564673662185669,10.553725242614746,elliptical
0.7451123595237732,0.6490379571914673,3.733420372009278,merger
1.1061739921569824,0.4830688536167145,5.149325370788574,merger
1.893120288848877,0.952610433101654,2.443972587585449,elliptical
2.0628535747528076,0.7471946477890015,4.604212760925293,elliptical
1.7896010875701904,0.32075464725494385,3.356013298034668,merger
2.0180423259735107,0.6372618675231934,7.38095760345459,elliptical
2.052098274230957,0.7601178288459778,3.1343603134155273,elliptical
1.9533424377441408,0.7234683632850647,9.970358848571776,elliptical
1.6111866235733032,0.6729726195335388,3.39365291595459,spiral
1.909132719039917,0.8498205542564392,7.000250816345215,elliptical
4.2244062423706055,0.7787753343582153,-78.821319580078125,elliptical
1.4283219575881958,0.8801843523979187,3.35886287689209,spiral
1.4020781517028809,0.9033835530281068,5.737029075622559,spiral
0.30859631299972534,0.2579558491706848,16.111923217773438,merger
1.46544349193573,0.6348985433578491,6.154120445251465,spiral
1.959501028060913,0.7873685359954834,4.703364372253418,spiral
1.3191978931427002,0.8339886665344238,7.870940208435059,merger
1.2252686023712158,0.28666815161705017,4.722002983093262,merger
1.719975829124451,0.4962444007396698,5.864760398864746,merger
1.2220890522003174,0.8088263869285583,9.189146995544434,spiral
1.951827049255371,0.9128978252410888,5.250086784362793,elliptical
1.0043619871139526,0.7194420099258423,7.206297874450684,merger
2.026245594024658,0.8204072117805481,8.511870384216309,elliptical
1.3301299810409546,0.8833436965942383,9.08444881439209,spiral
2.144176959991455,0.337442010641098,10.734000205993652,merger
1.917140245437622,0.7562516331672668,10.571616172790527,elliptical
1.9474650621414185,0.8189703822135925,11.406004905700684,elliptical
0.5520793795585632,0.38634824752807617,7.707076072692871,merger
0.6230449676513672,0.8631035685539246,13.853415489196776,merger
1.9481858015060425,0.7087804079055786,8.97605037689209,elliptical
0.6054980158805847,0.4532326459884643,8.517813682556152,merger
1.4509159326553345,0.8768098950386047,5.724204063415527,spiral
2.2207963466644287,0.7940886616706848,8.83121395111084,elliptical
1.8808691501617432,0.956112265586853,8.401671409606934,elliptical
1.1861990690231323,0.3127489686012268,2.213831901550293,merger
1.4241111278533936,0.5618733763694763,3.7689809799194336,spiral
0.4613047242164612,0.31535547971725464,4.058283805847168,merger
1.3545045852661133,0.6233742237091064,3.40189266204834,merger
2.1751325130462646,0.8525318503379822,9.125494956970217,elliptical
1.3716552257537842,0.9203844666481018,1.261099934577942,spiral
1.5321736335754397,0.8981959819793701,7.566061973571777,spiral
1.4552916288375854,0.6204917430877686,7.770476341247559,merger
1.3474704027175903,0.8362683653831482,8.496359825134277,merger
1.9223259687423704,0.647668182849884,-5.99031925201416,elliptical
1.906586527824402,0.9233783483505248,9.70957088470459,elliptical
2.1290760040283203,0.7159367799758911,-0.42070093750953674,elliptical
1.6025205850601196,0.8151569366455078,1.9103537797927856,merger
1.4044456481933594,0.4477158188819885,1.2961379289627075,merger
1.1773196458816528,0.5060000419616699,2.7187490463256836,merger
2.0814626216888428,0.8049739003181458,7.698103904724121,elliptical
1.9959633350372312,0.6715993285179138,0.8096609711647034,elliptical
2.2169265747070312,0.7709553241729736,-4.39656925201416,elliptical
1.1006274223327637,0.4561380445957184,1.31299889087677,merger
0.6541188359260559,0.7511371970176697,5.97421932220459,merger
1.1068633794784546,0.49358007311820984,2.7023305892944336,merger
1.8720122575759888,0.8388345241546631,4.470870018005371,elliptical
1.860722303390503,0.9309954047203064,10.241293907165527,elliptical
1.2813708782196045,0.713072657585144,3.459780693054199,spiral
1.8987880945205688,0.8478304743766785,8.443778038024902,elliptical
1.8494853973388672,0.7856731414794922,8.583418846130371,spiral
1.2428215742111206,0.8484686613082886,8.595824241638184,spiral
2.0278615951538086,0.4151555299758911,10.53641414642334,merger
1.6132941246032717,0.459496557712555,3.834475517272949,merger
1.0940821170806885,0.6646519899368286,7.391798973083496,spiral
1.4418456554412842,0.9239124059677124,4.053088188171387,spiral
1.2615633010864258,0.8608009815216064,13.681021690368652,spiral
1.367756962776184,0.48528552055358887,5.727980613708496,merger
1.949596047401428,0.9230942726135254,7.469588279724121,elliptical
2.077234268188477,0.772487998008728,1.9366103410720823,spiral
0.6120823621749878,0.6820788979530334,7.447798728942871,merger
